COG_ID	COG_Category_ID	Annotation	Gene	Pathway
COG5517	Q	"3-phenylpropionate/cinnamic acid dioxygenase, small subunit"	HcaF	
COG5518	X	Phage capsid portal protein XkdE		
COG5519	R	"Predicted ATPase domain of Cch-like helicases, DUF927 family"		
COG5520	M	O-Glycosyl hydrolase	XynC	
COG5521	G	Maltodextrin utilization protein YvdJ (function unknown)	YvdJ	
COG5522	S	Uncharacterized membrane protein YwaF	YwaF	
COG5523	S	Uncharacterized membrane protein		
COG5524	CT	Bacteriorhodopsin		
COG5525	X	"Phage terminase, large subunit GpA"	gpA1	
COG5526	R	Lysozyme family protein		
COG5527	X	Protein involved in initiation of plasmid replication		
COG5528	S	Uncharacterized membrane protein		
COG5529	X	"Phage-encoded DNA-binding protein ECs1768, contains HTH and DnaT DNA-binding domains"	ECs1768	
COG5530	S	Uncharacterized membrane protein		
COG5531	B	DNA-binding SWIB/MDM2 domain	Rsc6	
COG5532	S	"Uncharacterized conserved protein YfdQ, DUF2303 family"	yfdQ	
COG5533	O	Ubiquitin C-terminal hydrolase		
COG5534	X	Plasmid replication initiator protein	RepA	
COG5542	G	Mannosyltransferase related to Gpi18		
COG5544	S	"Uncharacterized conserved protein YfiM, DUF2279 family"	yfiM	
COG5545	X	Predicted P-loop ATPase and inactivated derivatives		
COG5546	S	Uncharacterized membrane protein		
COG5547	S	Uncharacterized membrane protein		
COG5548	S	"Uncharacterized membrane protein, UPF0136 family"		
COG5549	O	Predicted Zn-dependent protease		
COG5550	O	Predicted aspartyl protease		
COG5551	V	"CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily"	Cas6a	CRISPR-Cas system
COG5552	S	"Uncharacterized conserved protein, DUF2277 domain"		
COG5553	R	Predicted metal-dependent enzyme of the double-stranded beta helix superfamily		
COG5554	Q	Nitrogen fixation protein NifT	NifT	
COG5555	U	"Cytolysin, a secreted calcineurin-like phosphatase"		
COG5556	S	Uncharacterized conserved protein		
COG5557	C	Ni/Fe-hydrogenase 2 integral membrane subunit HybB	HybB	
COG5558	X	Transposase		
COG5559	S	"Uncharacterized conserved protein, DUF2281 domain"		
COG5561	S	"Predicted metal-binding protein, contains CGGC domain"	CGGC	
COG5562	X	"Prophage-encoded protein YbcV, DUF1398 family"	YbcV	
COG5563	S	"Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats"		
COG5564	S	Predicted TIM-barrel enzyme		
COG5565	X	Phage terminase large (ATPase) subunit and inactivated derivatives		
COG5566	KX	"Transcriptional regulator, middle operon regulator (Mor) family"	Mor	
COG5567	S	Small periplasmic lipoprotein YifL (function unknown)	YifL	
COG5568	S	"Uncharacterized conserved protein, DUF1150 family"		
COG5569	P	Periplasmic Cu and Ag efflux protein CusF	CusF	
COG5570	S	"Uncharacterized conserved protein, DUF465 domain"		
COG5571	R	"Uncharacterized conserved protein YhjY, contains autotransporter beta-barrel domain"	YhjY	
COG5572	S	Uncharacterized membrane protein		
COG5573	R	"Predicted nucleic acid-binding protein, contains PIN domain"		
COG5577	M	Spore coat protein CotF	CotF	
COG5578	S	Uncharacterized membrane protein YesL	YesL	
COG5579	S	"Uncharacterized conserved protein, DUF1810 family"	Mll0975	
COG5580	O	Activator of HSP90 ATPase		
COG5581	N	"Cyclic di-GMP-binding flagellar brake protein FlgZ/YcgR, contains PilZNR(YcgR) and PilZ domains"	YcgR	
COG5582	S	"Uncharacterized conserved protein YpiB, UPF0302 family"	YpiB	
COG5583	S	Uncharacterized conserved protein YezD		
COG5584	S	Uncharacterized conserved protein YtzB		
COG5585	X	"Putative phage head morphogenesis protein, F of phage Mu or gp7 of SPP1"		
COG5586	S	"Uncharacterized protein, contains DUF2293 domain"		
COG5587	S	"Uncharacterized protein, contains DUF2461 domain"		
COG5588	S	"Uncharacterized conserved protein, DUF1326 domain"		
COG5589	S	"Uncharacterized conserved protein, DUF2390 domain"		
COG5590	H	Ubiquinone biosynthesis protein COQ9		
COG5591	S	Uncharacterized conserved protein		
COG5592	R	Hemerythrin domain-containing protein		
COG5595	R	"Predicted  nucleic acid-binding protein, contains Zn-ribbon domain"		
COG5597	M	N-acetylglucosaminyl transferase	Gnt1	
COG5598	H	Trimethylamine:corrinoid methyltransferase	MttB2	
COG5599	T	Protein tyrosine phosphatase		
COG5605	C	Cytochrome c oxidase subunit IV	COX4	
COG5606	R	"Predicted DNA-binding protein, XRE-type HTH domain"		
COG5607	S	"CHAD domain, binds inorganic polyphosphates"	CHAD	
COG5608	V	"Dessication stress tolerance protein, LEA/WHy domain"	LEA	
COG5609	C	"Na+-translocating membrane potential-generating system subunit MpsC, DUF2294 family"	MpsC	
COG5610	R	"Predicted sugar hydrolase, contains GT1 and HAD domains"		
COG5611	R	"Predicted nucleic-acid-binding protein, contains PIN domain"		
COG5612	P	Ni/Co/Cd-binding protein CnrX (heavy-metal resistance)	CnrX	
COG5613	U	Type III secretion system effector SseC (host membrane pore formation)	SseC	
COG5614	X	Phage head-tail adaptor		
COG5615	S	Uncharacterized membrane protein		
COG5616	T	TolB amino-terminal domain (function unknown)	TolBN	
COG5617	R	"Predicted membrane glycosyltransferase TK1552, contains 6-pyruvoyl-tetrahydropterin synthase (PTPS)-related domain"	PTPS	
COG5618	S	Predicted periplasmic lipoprotein		
COG5619	S	"Uncharacterized conserved protein, DUF2290 domain"		
COG5620	S	"Uncharacterized conserved protein, DUF1851 domain"		
COG5621	R	"Predicted lipocalin, contains AttH/CrtC domain"	CrtC	
COG5622	M	Protein required for attachment to host cells		
COG5625	K	"Predicted DNA-binding transcriptional regulator, contains HTH domain"		
COG5626	S	"Uncharacterized protein Ssr3000, DUF2288 family"	Ssr3000	
COG5628	R	Predicted acetyltransferase		
COG5630	E	N-acetylglutamate synthase (arginine biosynthesis)	ARG2	
COG5631	K	"Predicted transcription regulator, contains HTH domain, MarR family"		
COG5632	M	N-acetylmuramoyl-L-alanine amidase CwlA	CwlA	
COG5633	S	Uncharacterized conserved protein YcfL	YcfL	
COG5634	S	"Uncharacterized conserved protein YukJ, DUF2278 family"	YukJ	
COG5635	T	"Predicted NTPase, NACHT family domain"	NACHT	
COG5637	S	"Uncharacterized protein, contains SRPBCC domain"		
COG5639	S	"Uncharacterized conserved protein, DUF2274 domain"		
COG5640	O	Secreted trypsin-like serine protease		
COG5642	S	"Uncharacterized conserved protein, DUF2384 family"		
COG5643	R	Uncharacterized conserved protein containing a metal-binding domain		
COG5645	S	Uncharacterized conserved protein YceK	YceK	
COG5646	OP	"Iron-binding protein Fra/YdhG, frataxin family (Fe-S cluster biosynthesis)"	Fra	
COG5649	S	"Uncharacterized conserved protein, DUF1801 domain"		
COG5650	S	Uncharacterized membrane protein		
COG5651	S	PPE-repeat protein	PPE	
COG5652	S	VanZ-like family protein (function unknown)	VanZ	
COG5653	N	"Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family"	BcsL	
COG5654	S	"Uncharacterized protein, contains RES domain"	RES	
COG5655	X	Replication initiaton protein REP (rolling circle plasmid replication)	REP	
COG5658	V	"Bacterial immunity/signal transduction membrane protein SdpI,  SdpI/YbgB/DUF1648 family"	SdpI	
COG5659	X	SRSO17 transposase	Srso17	
COG5660	T	"Anti-sigma-YlaC factor YlaD, contains Zn-finger domain"	YlaD	
COG5661	O	Predicted secreted Zn-dependent protease		
COG5662	K	Transmembrane transcriptional regulator RsiW (anti-sigma-W factor)	RsiW	
COG5663	R	"Uncharacterized conserved protein YqfW, HAD superfamily"	YqfW	
COG5664	O	Predicted secreted Zn-dependent protease		
COG5665	K	"CCR4-NOT transcriptional regulation complex, NOT5 subunit"	Not5	
COG5671	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast subunit L	NdhL	
COG5672	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast subunit M	NdhM	
COG5673	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast subunit N	NdhN	
COG5674	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast subunit O	NdhO	
COG5675	C	"Ferredoxin-NADP+ oxidoreductase PetH, often fused with N-terminal CpcD domain"	PetH	
COG5676	C	Cytochrome cM	CytM	
COG5677	C	Cytochrome c6	PetJ	
COG5678	C	"Cytochrome b6f complex cytochrome f subunit, PetA"	PetA	
COG5679	C	"Cytochrome b6f complex subunit IV, PetD, 17 kd cytochrome b"	PetD	
COG5680	C	"Cytochrome b6f complex subunit V, PetG"	PetG	
COG5681	C	"Cytochrome b6f complex subunit VI, PetL/Ycf7"	PetL	
COG5682	C	"Cytochrome b6f complex subunit VII, PetM/Ycf31"	PetM	
COG5683	C	"Cytochrome b6f complex subunit VIII, PetN/Ycf6"	PetN	
COG5684	C	Allophycocyanin alpha chain	ApcA	
COG5685	C	Allophycocyanin beta chain	ApcB	
COG5686	C	Phycobilisome linker polypeptide	ApcC	
COG5687	C	"Phycocyanin alpha chain, CpcA/CpeB"	CpcA	
COG5688	C	"Phycocyanin/phycoerythrin beta chain, CpcB/CpeB"	CpcB	
COG5689	C	Phycobilisome linker protein CpcD	CpcD	
COG5690	C	Phycocyanobilin lyase CpeS/CpcS (= Ycf58)	Ycf58	
COG5691	C	Phycocyanobilin lyase CpeT/CpcT	CpeT	
COG5692	C	Phycocyanobilin:ferredoxin oxidoreductase	PcyA	
COG5693	C	Phycobilisome linker protein ApcE	ApcE	
COG5694	C	Phycobilisome linker ApcECpcD fusion protein	ApcE-CpcD	
COG5695	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast subunit P	NdhP	
COG5696	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast subunitQ	NdhQ	
COG5701	C	"Photosystem I reaction center subunit A1, PsaA"	PsaA	Photosystem I
COG5702	C	"Photosystem I reaction center subunit A2, PsaB"	PsaB	Photosystem I
COG5703	C	"Photosystem I reaction center iron-sulfur center subunit VII, PsaC"	PsaC	Photosystem I
COG5704	C	"Photosystem I reaction center subunit II, PsaD"	PsaD	Photosystem I
COG5705	C	"Photosystem I reaction center subunit IV, PsaE"	PsaE	Photosystem I
COG5706	C	"Photosystem I reaction center subunit III, PsaF"	PsaF	Photosystem I
COG5707	C	"Photosystem I reaction center subunit VIII, PsaI"	PsaI	Photosystem I
COG5708	C	"Photosystem I reaction center subunit IX, PsaJ"	PsaJ	Photosystem I
COG5709	C	"Photosystem I reaction center subunit X, PsaK"	PsaK	Photosystem I
COG5710	C	"Photosystem I reaction center subunit XI, PsaL"	PsaL	Photosystem I
COG5711	C	"Photosystem I reaction center subunit XII, PsaM"	PsaM	Photosystem I
COG5712	C	Photosystem I assembly protein Ycf4	Ycf4	Photosystem I
COG5713	C	"Photosystem I assembly protein Ycf3, contains TPR repeats"	Ycf3	Photosystem I
COG5714	C	"Photosystem I assembly protein Ycf37, contains TPR repeats"	Ycf37	Photosystem I
COG5715	C	"Photosystem I auxiliary component Ycf33, involved in cyclic electron transport"	Ycf33	Photosystem I
COG5716	C	"Photosystem II reaction center D1, PsbA"	PsbA	Photosystem II
COG5717	C	"Photosystem II reaction center chlorophyll a-binding protein CP47, PsbB"	PsbB	Photosystem II
COG5718	C	"Photosystem II reaction center chlorophyll a-binding protein CP43, PsbC"	PsbC	Photosystem II
COG5719	C	"Photosystem II reaction center D2, PsbD"	PsbD	Photosystem II
COG5720	C	"Photosystem II cytochrome b559 alpha subunit, PsbE"	PsbE	Photosystem II
COG5721	C	"Photosystem II cytochrome b559 beta chain, PsbF"	PsbF	Photosystem II
COG5722	C	"Photosystem II reaction center 10 kDa phosphoprotein, PsbH"	PsbH	Photosystem II
COG5723	C	"Photosystem II reaction center protein I, PsbI, oxygen-evolving center"	PsbI	Photosystem II
COG5724	C	"Photosystem II reaction center protein J, PsbJ"	PsbJ	Photosystem II
COG5725	C	"Photosystem II reaction center protein K, PsbK"	PsbK	Photosystem II
COG5726	C	"Photosystem II reaction center protein L, PsbL"	PsbL	Photosystem II
COG5727	C	"Photosystem II reaction center protein M, PsbM"	PsbM	Photosystem II
COG5728	C	"Photosystem II reaction center protein N, PsbN"	PsbN	Photosystem II
COG5729	C	"Photosystem II reaction center Mn-stabilizing protein, PsbO"	PsbO	Photosystem II
COG5730	C	"Photosystem II reaction center protein P, PsbP"	PsbP	Photosystem II
COG5731	C	"Photosystem II reaction center protein T, PsbT/Ycf8"	PsbT	Photosystem II
COG5732	C	"Photosystem II reaction center protein W, PsbW/Psb28/Ycf79"	PsbW	Photosystem II
COG5733	C	"Photosystem II reaction center protein X, PsbX"	PsbX	Photosystem II
COG5734	C	"Photosystem II reaction center protein Y, PsbY"	PsbY	Photosystem II
COG5735	C	"Photosystem II reaction center protein Z, PsbZ/Ycf9"	PsbZ	Photosystem II
COG5736	C	"Photosystem II reaction center 11 kD protein, Psb27"	Psb27	Photosystem II
COG5737	C	Photosystem II 12 kDa extrinsic protein PsbU	PsbU	Photosystem II
COG5738	C	"Photosystem II cytochrome c550, PsbV"	PsbV	Photosystem II
COG5739	C	Photosystem II oxygen-evolving enhancer PsbQ/CyanoQ	PsbQ	Photosystem II
COG5740	C	Photosystem II biogenesis protein Psb29 (thylakoid formation protein THF1)	THF1	Photosystem II
COG5741	C	Photosystem II subunit Psb30 (=Ycf12)	Ycf12	Photosystem II
COG5742	C	Chlorophyll-binding protein PcbABC/IsiA	IsiA	
COG5743	C	"Photosystem I light harvesting complex protein, LHCA5/LHCA6/HLI5/Ycf17 family"	LHCA5	Photosystem I
COG5744	C	PsbC-PsaL fusion protein	PsbC2	
COG5745	C	Photosystem I protein PsaX	PsaX	Photosystem I
COG5746	H	"Light-independent protochlorophyllide reductase subunit  B, BchB (= ChlB)"	BchB	
COG5747	H	"Light-independent protochlorophyllide reductase subunit N, BchN (=ChlN)"	BchN	
COG5748	H	Light-dependent NADPH-protochlorophyllide oxidoreductase	LPOR	
COG5749	H	Chlorophyllide a oxygenase/letal leaf spot protein	PobA	
COG5750	T	Chlorophyll biosynthesis regulator GUN4/Ycf53 domain	Ycf53	
COG5751	T	"Photosynthetic regulator, contains GUN4/Ycf53 domain and N-terminal all-alpha domain"	A-ycf53	
COG5752	T	Signaling protein combining a Ser/Thr protein kinase domain and the GUN4/Ycf53 porphyrin-binding domain	K-ycf53	
COG5753	H	Bacteriochlorophyllide reductase subunit BchX	BchX	
COG5754	H	Bacteriochlorophyllide reductase subunit BchY	BchY	
COG5755	H	Bacteriochlorophyllide reductase subunit BchZ	BchZ	
COG5756	C	"FoF1-type ATP synthase subunit Atp1, cyanobacterial family"	Atp1	FoF1-type ATP synthase
COG5757	C	Na+-translocating membrane ATPase (N-ATPase) assembly subunit AtpR	AtpR	FoF1-type ATP synthase
COG5758	CJ	"RNA-binding protein Tab2, reqiured for psaB translation"	Tab2	
COG5759	H	"Mg-protoporphyrin IX monomethyl ester cyclase BchE, aerobic (=Ycf59)"	Ycf59	
COG5760	C	"Cyanobacterial/red algae cytochrome b6f complex subunit PetP (= Ycf86), DUF2862 (PF11061) family"	PetP	
COG5761	C	"Cyanobacterial/chloroplast protein CP12, regulates Calvin cycle by forming a complex with GAPDH and phosphoribulokinase"	Cp12	
COG5762	C	"Uncharacterized cyanobacterial/plant protein PM23 (seed maturation protein), contains DUF760 (PF05542) domain"	PM23	
COG5763	C	"Cyanobacterial/chloroplast protein Ycf20, involved in dissipation of absorbed light energy, DUF565 (PF04483) domain"	Ycf20	
COG5764	CT	"Cyanobacterial/chloroplast FeS cluster protein Ycf34, regulator of photosynthetic electron transport, PF10718 domain"	Ycf34	
COG5765	C	"Uncharacterized cyanobacterial/chloroplast stress-induced protein Ycf35, DUF1257 domain"	Ycf35	
COG5766	C	"Uncharacterized cyanobacterial/chloroplast membrane protein Ycf36, DUF1230 (PF06799) domain"	Ycf36	
COG5767	C	"Uncharacterized cyanobacterial/chloroplast membrane protein Ycf51, DUF2518 (PF10726) domain"	Ycf51	
COG5768	CT	Cyanobacterial response regulator with REC-Ycf55 domain architecture	Ycf55	
COG5769	C	"Cyanobacterial/chloroplast membrane protein Tic20/Ycf60, involved in chloroplast protein import"	Tic20	
COG5770	C	Uncharacterized cyanobacterial protein with Ycf66_N domain	Ycf66	
COG5771	C	"Uncharacterized cyanobacterial/chloroplast protein Pro0776, algal eyespot protein with methylated Arg, DUF1350 (PF07082) domain"	Pro0776	
COG5772	C	"Cyanobacterial/chloroplast membrane protein Tic21, involved in chloroplast protein import, DUF3611 (PF12263) domain"	Tic21	
COG5773	C	"Uncharacterized cyanobacterial/plant membrane protein Pro0765, DUF3082 (PF11282) domain"	Pro0765	
COG5774	CO	Cytochrome b6 maturation protein CCB1	Ccb1	
COG5775	C	"Thylakoid membrane protein DAC/CCR2, involved in assembly of b6/f complex and response to cold stress, DUF3007 (PF11460) family"	Ccr2	
COG5776	C	Bacterial PH (pleckstrin homology) domain	PH	
COG5777	C	"Uncharacterized cyanobacterial/plant membrane protein Pro0498, contains N-terminal TPR repeats"	Pro0498	
COG5778	C	"Photosystem II assembly factor PAM68, DUF3464 (PF11947) domain"	Pam68	
COG5779	C	"Thylakoid acid phosphatase, contains TAP/TPM domain"	TAP/TPM	
COG5780	CT	"Acclimation of photosynthesis to environment protein APE1, affects chlorophyll fluorescence, DUF2854 (PF11016) domain"	Ape1	
COG5781	CO	Cytochrome b6 maturation protein CCB2	Ccb2	
COG5782	C	"NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit NdhV, DUF2996 (PF11210) domain"	NdhV	
COG5783	C	"Chloroplast senescence-associated protein CSAP, DUF1997 (PF09366) domain"	CSAP	
COG5784	C	"Uncharacterized cyanobacterial/plant protein Pro1025, DUF3531 (PF12049) domain"	Pro1025	
COG5785	C	"Uncharacterized cyanobacterial/chloroplast protein CR066, DUF3172 (PF11371) domain"	Cr066	
COG5786	C	"Cyanobacterial/plant protein LPA3, possible role in PSII assembly, DUF1995 (PF09353) domain"	LPA3	
COG5787	C	"Uncharacterized cyanobacterial/plant protein Alr2454, DUF3067 (PF11267) family"	Alr2454	
COG5788	CT	"Cyanobacterial/chloroplast protein SipA, regulator of sensor kinase NblS (Hik33), DUF3148 (PF11347) family"	SipA	
COG5789	C	"Uncharacterized cyanobacterial/plant protein Pro1627, DUF3143 (PF11341) family"	Pro1627	
COG5790	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit S (CRR31)	NdhS	
COG5791	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific auxiliary subunit CRR7	CRR7	
COG5792	CT	Fusion of CP12 with N-terminal CBS domain pair	CBS-CP12	
